review_id,hospital_id,hospital_name,rating,review_text
1171,293,Delhi Ophthalmology Medical Center,2.5,Average experience at Delhi Ophthalmology Medical Center. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1172,293,Delhi Ophthalmology Medical Center,0.7,"Very disappointed with Delhi Ophthalmology Medical Center. Poor cleanliness, rude staff, and extremely long waiting times. Will never visit again."
1173,294,Metro Pediatrics Institute,4.7,Excellent hospital! Metro Pediatrics Institute has top-notch facilities and very caring staff. The Pediatrics department is outstanding. Highly recommend!
1174,294,Metro Pediatrics Institute,4.3,Decent hospital. Metro Pediatrics Institute provided good treatment. The rooms are comfortable. Could improve on waiting times.
1175,294,Metro Pediatrics Institute,2.7,Just an average hospital. Metro Pediatrics Institute has good doctors but poor management. Waiting time was too long. Could be better.
1176,294,Metro Pediatrics Institute,0.7,"Avoid Metro Pediatrics Institute at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1177,295,Yashoda Ophthalmology Medical Center,4.8,Outstanding care at Yashoda Ophthalmology Medical Center. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1178,295,Yashoda Ophthalmology Medical Center,3.6,Decent hospital. Yashoda Ophthalmology Medical Center provided good treatment. The rooms are comfortable. Could improve on waiting times.
1179,295,Yashoda Ophthalmology Medical Center,3.0,"Not great, not terrible. Yashoda Ophthalmology Medical Center needs improvement in cleanliness and staff behavior. Treatment was acceptable though."
1180,295,Yashoda Ophthalmology Medical Center,1.1,Terrible hospital. Yashoda Ophthalmology Medical Center overcharges for everything. The Ophthalmology department is poorly managed. Not recommended.
1181,296,Sahyadri Neurology Institute,4.8,Excellent hospital! Sahyadri Neurology Institute has top-notch facilities and very caring staff. The Neurology department is outstanding. Highly recommend!
1182,296,Sahyadri Neurology Institute,4.2,Good infrastructure and skilled doctors at Sahyadri Neurology Institute. The pharmacy is well-stocked. Overall a reliable hospital.
1183,296,Sahyadri Neurology Institute,3.3,Just an average hospital. Sahyadri Neurology Institute has good doctors but poor management. Waiting time was too long. Could be better.
1184,296,Sahyadri Neurology Institute,1.7,Terrible hospital. Sahyadri Neurology Institute overcharges for everything. The Neurology department is poorly managed. Not recommended.
1185,297,Global Orthopedics Super Speciality Hospital,4.6,"Very impressed with Global Orthopedics Super Speciality Hospital. From admission to discharge, everything was smooth. The Orthopedics team did a fantastic job."
1186,297,Global Orthopedics Super Speciality Hospital,4.2,Satisfied with the care at Global Orthopedics Super Speciality Hospital. The Orthopedics department is good. Staff is polite. Would recommend for most treatments.
1187,297,Global Orthopedics Super Speciality Hospital,2.5,Just an average hospital. Global Orthopedics Super Speciality Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1188,297,Global Orthopedics Super Speciality Hospital,0.2,Worst hospital experience! Global Orthopedics Super Speciality Hospital has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1189,298,Continental Gastroenterology Medical Center,4.6,Exceptional hospital! Continental Gastroenterology Medical Center provides world-class treatment. The emergency response was quick and efficient. Highly satisfied!
1190,298,Continental Gastroenterology Medical Center,3.7,Positive experience at Continental Gastroenterology Medical Center. Clean environment and professional doctors. Only issue was the billing process which took time.
1191,298,Continental Gastroenterology Medical Center,3.0,Average experience at Continental Gastroenterology Medical Center. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1192,298,Continental Gastroenterology Medical Center,1.3,"Avoid Continental Gastroenterology Medical Center at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1193,299,Sahyadri Pediatrics Institute,4.8,"Best hospital experience ever. Sahyadri Pediatrics Institute is clean, well-organized, and the doctors are extremely knowledgeable. Will definitely come back."
1194,299,Sahyadri Pediatrics Institute,4.2,Good infrastructure and skilled doctors at Sahyadri Pediatrics Institute. The pharmacy is well-stocked. Overall a reliable hospital.
1195,299,Sahyadri Pediatrics Institute,3.3,Just an average hospital. Sahyadri Pediatrics Institute has good doctors but poor management. Waiting time was too long. Could be better.
1196,299,Sahyadri Pediatrics Institute,0.5,Terrible hospital. Sahyadri Pediatrics Institute overcharges for everything. The Pediatrics department is poorly managed. Not recommended.
1197,300,Global Gynaecology Super Speciality Hospital,4.6,Exceptional hospital! Global Gynaecology Super Speciality Hospital provides world-class treatment. The emergency response was quick and efficient. Highly satisfied!
1198,300,Global Gynaecology Super Speciality Hospital,4.2,Positive experience at Global Gynaecology Super Speciality Hospital. Clean environment and professional doctors. Only issue was the billing process which took time.
1199,300,Global Gynaecology Super Speciality Hospital,2.8,Okay experience. Global Gynaecology Super Speciality Hospital is crowded and understaffed. The Gynaecology department is fine but other areas need work.
1200,300,Global Gynaecology Super Speciality Hospital,2.1,Worst hospital experience! Global Gynaecology Super Speciality Hospital has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1201,301,Bangalore Orthopedics Clinic,4.8,Exceptional hospital! Bangalore Orthopedics Clinic provides world-class treatment. The emergency response was quick and efficient. Highly satisfied!
1202,301,Bangalore Orthopedics Clinic,4.3,Satisfied with the care at Bangalore Orthopedics Clinic. The Orthopedics department is good. Staff is polite. Would recommend for most treatments.
1203,301,Bangalore Orthopedics Clinic,2.5,Average experience at Bangalore Orthopedics Clinic. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1204,301,Bangalore Orthopedics Clinic,0.4,Extremely dissatisfied. Bangalore Orthopedics Clinic has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1205,302,Sri ENT Super Speciality Hospital,5.0,Outstanding care at Sri ENT Super Speciality Hospital. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1206,302,Sri ENT Super Speciality Hospital,3.8,"Good hospital overall. Sri ENT Super Speciality Hospital has decent facilities and competent doctors. Waiting time could be better, but treatment was effective."
1207,302,Sri ENT Super Speciality Hospital,2.6,Average experience at Sri ENT Super Speciality Hospital. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1208,302,Sri ENT Super Speciality Hospital,1.5,Worst hospital experience! Sri ENT Super Speciality Hospital has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1209,303,Yashoda Cardiology Medical Center,4.9,"Very impressed with Yashoda Cardiology Medical Center. From admission to discharge, everything was smooth. The Cardiology team did a fantastic job."
1210,303,Yashoda Cardiology Medical Center,4.4,Positive experience at Yashoda Cardiology Medical Center. Clean environment and professional doctors. Only issue was the billing process which took time.
1211,303,Yashoda Cardiology Medical Center,3.2,Average experience at Yashoda Cardiology Medical Center. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1212,303,Yashoda Cardiology Medical Center,2.0,Terrible hospital. Yashoda Cardiology Medical Center overcharges for everything. The Cardiology department is poorly managed. Not recommended.
1213,304,Care General Medicine Super Speciality Hospital,5.0,Excellent hospital! Care General Medicine Super Speciality Hospital has top-notch facilities and very caring staff. The General Medicine department is outstanding. Highly recommend!
1214,304,Care General Medicine Super Speciality Hospital,3.6,Decent hospital. Care General Medicine Super Speciality Hospital provided good treatment. The rooms are comfortable. Could improve on waiting times.
1215,304,Care General Medicine Super Speciality Hospital,3.3,Okay experience. Care General Medicine Super Speciality Hospital is crowded and understaffed. The General Medicine department is fine but other areas need work.
1216,304,Care General Medicine Super Speciality Hospital,1.6,"Very disappointed with Care General Medicine Super Speciality Hospital. Poor cleanliness, rude staff, and extremely long waiting times. Will never visit again."
1217,305,Ruby Gastroenterology Hospital,4.7,"Very impressed with Ruby Gastroenterology Hospital. From admission to discharge, everything was smooth. The Gastroenterology team did a fantastic job."
1218,305,Ruby Gastroenterology Hospital,4.1,Good infrastructure and skilled doctors at Ruby Gastroenterology Hospital. The pharmacy is well-stocked. Overall a reliable hospital.
1219,305,Ruby Gastroenterology Hospital,3.0,Okay experience. Ruby Gastroenterology Hospital is crowded and understaffed. The Gastroenterology department is fine but other areas need work.
1220,305,Ruby Gastroenterology Hospital,1.5,Worst hospital experience! Ruby Gastroenterology Hospital has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1221,306,Apollo Pediatrics Hospital,4.9,Outstanding care at Apollo Pediatrics Hospital. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1222,306,Apollo Pediatrics Hospital,3.7,Satisfied with the care at Apollo Pediatrics Hospital. The Pediatrics department is good. Staff is polite. Would recommend for most treatments.
1223,306,Apollo Pediatrics Hospital,3.1,Just an average hospital. Apollo Pediatrics Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1224,306,Apollo Pediatrics Hospital,0.5,"Avoid Apollo Pediatrics Hospital at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1225,307,Care ENT Clinic,4.6,Excellent hospital! Care ENT Clinic has top-notch facilities and very caring staff. The ENT department is outstanding. Highly recommend!
1226,307,Care ENT Clinic,3.6,Decent hospital. Care ENT Clinic provided good treatment. The rooms are comfortable. Could improve on waiting times.
1227,307,Care ENT Clinic,2.7,Just an average hospital. Care ENT Clinic has good doctors but poor management. Waiting time was too long. Could be better.
1228,307,Care ENT Clinic,0.4,Terrible hospital. Care ENT Clinic overcharges for everything. The ENT department is poorly managed. Not recommended.
1229,308,City Psychiatry Super Speciality Hospital,4.6,Exceptional hospital! City Psychiatry Super Speciality Hospital provides world-class treatment. The emergency response was quick and efficient. Highly satisfied!
1230,308,City Psychiatry Super Speciality Hospital,4.3,Satisfied with the care at City Psychiatry Super Speciality Hospital. The Psychiatry department is good. Staff is polite. Would recommend for most treatments.
1231,308,City Psychiatry Super Speciality Hospital,3.0,Just an average hospital. City Psychiatry Super Speciality Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1232,308,City Psychiatry Super Speciality Hospital,1.8,"Very disappointed with City Psychiatry Super Speciality Hospital. Poor cleanliness, rude staff, and extremely long waiting times. Will never visit again."
1233,309,Care Pediatrics Healthcare,4.5,Outstanding care at Care Pediatrics Healthcare. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1234,309,Care Pediatrics Healthcare,3.7,Satisfied with the care at Care Pediatrics Healthcare. The Pediatrics department is good. Staff is polite. Would recommend for most treatments.
1235,309,Care Pediatrics Healthcare,2.8,Just an average hospital. Care Pediatrics Healthcare has good doctors but poor management. Waiting time was too long. Could be better.
1236,309,Care Pediatrics Healthcare,0.0,Extremely dissatisfied. Care Pediatrics Healthcare has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1237,310,Deenanath Pulmonology Super Speciality Hospital,4.6,Excellent hospital! Deenanath Pulmonology Super Speciality Hospital has top-notch facilities and very caring staff. The Pulmonology department is outstanding. Highly recommend!
1238,310,Deenanath Pulmonology Super Speciality Hospital,3.9,"Good hospital overall. Deenanath Pulmonology Super Speciality Hospital has decent facilities and competent doctors. Waiting time could be better, but treatment was effective."
1239,310,Deenanath Pulmonology Super Speciality Hospital,3.1,Just an average hospital. Deenanath Pulmonology Super Speciality Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1240,310,Deenanath Pulmonology Super Speciality Hospital,0.3,Worst hospital experience! Deenanath Pulmonology Super Speciality Hospital has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1241,311,Bangalore Nephrology Institute,4.9,Exceptional hospital! Bangalore Nephrology Institute provides world-class treatment. The emergency response was quick and efficient. Highly satisfied!
1242,311,Bangalore Nephrology Institute,4.0,Satisfied with the care at Bangalore Nephrology Institute. The Nephrology department is good. Staff is polite. Would recommend for most treatments.
1243,311,Bangalore Nephrology Institute,3.3,Just an average hospital. Bangalore Nephrology Institute has good doctors but poor management. Waiting time was too long. Could be better.
1244,311,Bangalore Nephrology Institute,0.5,Extremely dissatisfied. Bangalore Nephrology Institute has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1245,312,Metro ENT Super Speciality Hospital,4.9,Exceptional hospital! Metro ENT Super Speciality Hospital provides world-class treatment. The emergency response was quick and efficient. Highly satisfied!
1246,312,Metro ENT Super Speciality Hospital,3.8,Positive experience at Metro ENT Super Speciality Hospital. Clean environment and professional doctors. Only issue was the billing process which took time.
1247,312,Metro ENT Super Speciality Hospital,3.2,Average experience at Metro ENT Super Speciality Hospital. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1248,312,Metro ENT Super Speciality Hospital,2.2,Terrible hospital. Metro ENT Super Speciality Hospital overcharges for everything. The ENT department is poorly managed. Not recommended.
1249,313,Care Neurology Hospital,4.7,Outstanding care at Care Neurology Hospital. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1250,313,Care Neurology Hospital,4.1,Decent hospital. Care Neurology Hospital provided good treatment. The rooms are comfortable. Could improve on waiting times.
1251,313,Care Neurology Hospital,3.0,Average experience at Care Neurology Hospital. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1252,313,Care Neurology Hospital,0.1,"Avoid Care Neurology Hospital at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1253,314,Unity Ophthalmology Hospital,4.8,"Very impressed with Unity Ophthalmology Hospital. From admission to discharge, everything was smooth. The Ophthalmology team did a fantastic job."
1254,314,Unity Ophthalmology Hospital,4.1,Good infrastructure and skilled doctors at Unity Ophthalmology Hospital. The pharmacy is well-stocked. Overall a reliable hospital.
1255,314,Unity Ophthalmology Hospital,2.7,Average experience at Unity Ophthalmology Hospital. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1256,314,Unity Ophthalmology Hospital,1.4,Extremely dissatisfied. Unity Ophthalmology Hospital has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1257,315,Fortis ENT Hospital,4.9,Excellent hospital! Fortis ENT Hospital has top-notch facilities and very caring staff. The ENT department is outstanding. Highly recommend!
1258,315,Fortis ENT Hospital,3.5,Decent hospital. Fortis ENT Hospital provided good treatment. The rooms are comfortable. Could improve on waiting times.
1259,315,Fortis ENT Hospital,3.3,Just an average hospital. Fortis ENT Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1260,315,Fortis ENT Hospital,2.3,"Very disappointed with Fortis ENT Hospital. Poor cleanliness, rude staff, and extremely long waiting times. Will never visit again."
1261,316,Fortis Nephrology Medical Center,4.9,"Best hospital experience ever. Fortis Nephrology Medical Center is clean, well-organized, and the doctors are extremely knowledgeable. Will definitely come back."
1262,316,Fortis Nephrology Medical Center,3.6,"Good hospital overall. Fortis Nephrology Medical Center has decent facilities and competent doctors. Waiting time could be better, but treatment was effective."
1263,316,Fortis Nephrology Medical Center,3.3,Average experience at Fortis Nephrology Medical Center. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1264,316,Fortis Nephrology Medical Center,0.8,Worst hospital experience! Fortis Nephrology Medical Center has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1265,317,City Nephrology Hospital,4.5,Exceptional hospital! City Nephrology Hospital provides world-class treatment. The emergency response was quick and efficient. Highly satisfied!
1266,317,City Nephrology Hospital,3.7,Good infrastructure and skilled doctors at City Nephrology Hospital. The pharmacy is well-stocked. Overall a reliable hospital.
1267,317,City Nephrology Hospital,3.1,Just an average hospital. City Nephrology Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1268,317,City Nephrology Hospital,2.4,"Very disappointed with City Nephrology Hospital. Poor cleanliness, rude staff, and extremely long waiting times. Will never visit again."
1269,318,Bangalore Urology Clinic,4.9,"Best hospital experience ever. Bangalore Urology Clinic is clean, well-organized, and the doctors are extremely knowledgeable. Will definitely come back."
1270,318,Bangalore Urology Clinic,3.7,"Good hospital overall. Bangalore Urology Clinic has decent facilities and competent doctors. Waiting time could be better, but treatment was effective."
1271,318,Bangalore Urology Clinic,3.0,Mixed experience at Bangalore Urology Clinic. Treatment was fine but the administrative process was frustrating. Facilities are decent.
1272,318,Bangalore Urology Clinic,1.8,Extremely dissatisfied. Bangalore Urology Clinic has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1273,319,Care Urology Institute,4.7,Outstanding care at Care Urology Institute. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1274,319,Care Urology Institute,4.1,Good infrastructure and skilled doctors at Care Urology Institute. The pharmacy is well-stocked. Overall a reliable hospital.
1275,319,Care Urology Institute,2.6,Mixed experience at Care Urology Institute. Treatment was fine but the administrative process was frustrating. Facilities are decent.
1276,319,Care Urology Institute,0.8,"Avoid Care Urology Institute at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1277,320,KIMS Orthopedics Super Speciality Hospital,4.9,Excellent hospital! KIMS Orthopedics Super Speciality Hospital has top-notch facilities and very caring staff. The Orthopedics department is outstanding. Highly recommend!
1278,320,KIMS Orthopedics Super Speciality Hospital,4.3,Satisfied with the care at KIMS Orthopedics Super Speciality Hospital. The Orthopedics department is good. Staff is polite. Would recommend for most treatments.
1279,320,KIMS Orthopedics Super Speciality Hospital,3.0,Just an average hospital. KIMS Orthopedics Super Speciality Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1280,320,KIMS Orthopedics Super Speciality Hospital,1.5,"Very disappointed with KIMS Orthopedics Super Speciality Hospital. Poor cleanliness, rude staff, and extremely long waiting times. Will never visit again."
1281,321,Sterling Neurology Hospital,4.7,Outstanding care at Sterling Neurology Hospital. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1282,321,Sterling Neurology Hospital,3.8,Decent hospital. Sterling Neurology Hospital provided good treatment. The rooms are comfortable. Could improve on waiting times.
1283,321,Sterling Neurology Hospital,2.8,Just an average hospital. Sterling Neurology Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1284,321,Sterling Neurology Hospital,0.7,Worst hospital experience! Sterling Neurology Hospital has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1285,322,Bangalore Psychiatry Medical Center,4.5,"Best hospital experience ever. Bangalore Psychiatry Medical Center is clean, well-organized, and the doctors are extremely knowledgeable. Will definitely come back."
1286,322,Bangalore Psychiatry Medical Center,3.8,Positive experience at Bangalore Psychiatry Medical Center. Clean environment and professional doctors. Only issue was the billing process which took time.
1287,322,Bangalore Psychiatry Medical Center,2.9,Average experience at Bangalore Psychiatry Medical Center. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1288,322,Bangalore Psychiatry Medical Center,0.7,Extremely dissatisfied. Bangalore Psychiatry Medical Center has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1289,323,Deenanath General Medicine Medical Center,4.8,Excellent hospital! Deenanath General Medicine Medical Center has top-notch facilities and very caring staff. The General Medicine department is outstanding. Highly recommend!
1290,323,Deenanath General Medicine Medical Center,4.1,Satisfied with the care at Deenanath General Medicine Medical Center. The General Medicine department is good. Staff is polite. Would recommend for most treatments.
1291,323,Deenanath General Medicine Medical Center,3.3,Just an average hospital. Deenanath General Medicine Medical Center has good doctors but poor management. Waiting time was too long. Could be better.
1292,323,Deenanath General Medicine Medical Center,1.0,"Avoid Deenanath General Medicine Medical Center at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1293,324,Prime Gynaecology Super Speciality Hospital,4.6,Excellent hospital! Prime Gynaecology Super Speciality Hospital has top-notch facilities and very caring staff. The Gynaecology department is outstanding. Highly recommend!
1294,324,Prime Gynaecology Super Speciality Hospital,3.8,Good infrastructure and skilled doctors at Prime Gynaecology Super Speciality Hospital. The pharmacy is well-stocked. Overall a reliable hospital.
1295,324,Prime Gynaecology Super Speciality Hospital,2.5,Okay experience. Prime Gynaecology Super Speciality Hospital is crowded and understaffed. The Gynaecology department is fine but other areas need work.
1296,324,Prime Gynaecology Super Speciality Hospital,0.9,"Avoid Prime Gynaecology Super Speciality Hospital at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1297,325,Rainbow ENT Clinic,5.0,Outstanding care at Rainbow ENT Clinic. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1298,325,Rainbow ENT Clinic,4.2,Satisfied with the care at Rainbow ENT Clinic. The ENT department is good. Staff is polite. Would recommend for most treatments.
1299,325,Rainbow ENT Clinic,3.0,Just an average hospital. Rainbow ENT Clinic has good doctors but poor management. Waiting time was too long. Could be better.
1300,325,Rainbow ENT Clinic,1.3,Terrible hospital. Rainbow ENT Clinic overcharges for everything. The ENT department is poorly managed. Not recommended.
1301,326,SAL Oncology Super Speciality Hospital,4.7,"Best hospital experience ever. SAL Oncology Super Speciality Hospital is clean, well-organized, and the doctors are extremely knowledgeable. Will definitely come back."
1302,326,SAL Oncology Super Speciality Hospital,4.1,Decent hospital. SAL Oncology Super Speciality Hospital provided good treatment. The rooms are comfortable. Could improve on waiting times.
1303,326,SAL Oncology Super Speciality Hospital,2.8,"Not great, not terrible. SAL Oncology Super Speciality Hospital needs improvement in cleanliness and staff behavior. Treatment was acceptable though."
1304,326,SAL Oncology Super Speciality Hospital,0.6,Worst hospital experience! SAL Oncology Super Speciality Hospital has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1305,327,Bangalore Pulmonology Institute,4.6,Excellent hospital! Bangalore Pulmonology Institute has top-notch facilities and very caring staff. The Pulmonology department is outstanding. Highly recommend!
1306,327,Bangalore Pulmonology Institute,3.8,Good infrastructure and skilled doctors at Bangalore Pulmonology Institute. The pharmacy is well-stocked. Overall a reliable hospital.
1307,327,Bangalore Pulmonology Institute,2.6,Just an average hospital. Bangalore Pulmonology Institute has good doctors but poor management. Waiting time was too long. Could be better.
1308,327,Bangalore Pulmonology Institute,1.0,Worst hospital experience! Bangalore Pulmonology Institute has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1309,328,Bangalore Pediatrics Super Speciality Hospital,4.8,Excellent hospital! Bangalore Pediatrics Super Speciality Hospital has top-notch facilities and very caring staff. The Pediatrics department is outstanding. Highly recommend!
1310,328,Bangalore Pediatrics Super Speciality Hospital,3.8,Positive experience at Bangalore Pediatrics Super Speciality Hospital. Clean environment and professional doctors. Only issue was the billing process which took time.
1311,328,Bangalore Pediatrics Super Speciality Hospital,3.3,Just an average hospital. Bangalore Pediatrics Super Speciality Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1312,328,Bangalore Pediatrics Super Speciality Hospital,1.2,Extremely dissatisfied. Bangalore Pediatrics Super Speciality Hospital has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1313,329,Yashoda General Medicine Medical Center,4.6,Excellent hospital! Yashoda General Medicine Medical Center has top-notch facilities and very caring staff. The General Medicine department is outstanding. Highly recommend!
1314,329,Yashoda General Medicine Medical Center,4.1,"Good hospital overall. Yashoda General Medicine Medical Center has decent facilities and competent doctors. Waiting time could be better, but treatment was effective."
1315,329,Yashoda General Medicine Medical Center,2.5,"Not great, not terrible. Yashoda General Medicine Medical Center needs improvement in cleanliness and staff behavior. Treatment was acceptable though."
1316,329,Yashoda General Medicine Medical Center,0.3,Extremely dissatisfied. Yashoda General Medicine Medical Center has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1317,330,Fortis Gynaecology Super Speciality Hospital,4.9,"Very impressed with Fortis Gynaecology Super Speciality Hospital. From admission to discharge, everything was smooth. The Gynaecology team did a fantastic job."
1318,330,Fortis Gynaecology Super Speciality Hospital,4.1,Decent hospital. Fortis Gynaecology Super Speciality Hospital provided good treatment. The rooms are comfortable. Could improve on waiting times.
1319,330,Fortis Gynaecology Super Speciality Hospital,2.9,Okay experience. Fortis Gynaecology Super Speciality Hospital is crowded and understaffed. The Gynaecology department is fine but other areas need work.
1320,330,Fortis Gynaecology Super Speciality Hospital,1.1,"Avoid Fortis Gynaecology Super Speciality Hospital at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1321,331,Care Neurology Healthcare,4.6,Excellent hospital! Care Neurology Healthcare has top-notch facilities and very caring staff. The Neurology department is outstanding. Highly recommend!
1322,331,Care Neurology Healthcare,3.7,"Good hospital overall. Care Neurology Healthcare has decent facilities and competent doctors. Waiting time could be better, but treatment was effective."
1323,331,Care Neurology Healthcare,2.8,Just an average hospital. Care Neurology Healthcare has good doctors but poor management. Waiting time was too long. Could be better.
1324,331,Care Neurology Healthcare,0.2,"Avoid Care Neurology Healthcare at all costs. The facilities are dirty, doctors are rushed, and billing is a nightmare. Zero stars!"
1325,332,Global Oncology Hospital,5.0,"Very impressed with Global Oncology Hospital. From admission to discharge, everything was smooth. The Oncology team did a fantastic job."
1326,332,Global Oncology Hospital,3.8,Satisfied with the care at Global Oncology Hospital. The Oncology department is good. Staff is polite. Would recommend for most treatments.
1327,332,Global Oncology Hospital,3.2,Just an average hospital. Global Oncology Hospital has good doctors but poor management. Waiting time was too long. Could be better.
1328,332,Global Oncology Hospital,2.0,Terrible hospital. Global Oncology Hospital overcharges for everything. The Oncology department is poorly managed. Not recommended.
1329,333,Bangalore Cardiology Clinic,4.6,Outstanding care at Bangalore Cardiology Clinic. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1330,333,Bangalore Cardiology Clinic,3.6,Satisfied with the care at Bangalore Cardiology Clinic. The Cardiology department is good. Staff is polite. Would recommend for most treatments.
1331,333,Bangalore Cardiology Clinic,2.9,Okay experience. Bangalore Cardiology Clinic is crowded and understaffed. The Cardiology department is fine but other areas need work.
1332,333,Bangalore Cardiology Clinic,0.4,Extremely dissatisfied. Bangalore Cardiology Clinic has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1333,334,Bangalore Urology Healthcare,5.0,Outstanding care at Bangalore Urology Healthcare. The nursing staff was very attentive. The infrastructure is modern and well-maintained. 5 stars!
1334,334,Bangalore Urology Healthcare,3.7,"Good hospital overall. Bangalore Urology Healthcare has decent facilities and competent doctors. Waiting time could be better, but treatment was effective."
1335,334,Bangalore Urology Healthcare,3.3,Average experience at Bangalore Urology Healthcare. The hospital is okay but nothing special. Doctors are competent but staff could be more helpful.
1336,334,Bangalore Urology Healthcare,2.0,Extremely dissatisfied. Bangalore Urology Healthcare has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
1337,335,Ruby Gastroenterology Institute,4.6,Excellent hospital! Ruby Gastroenterology Institute has top-notch facilities and very caring staff. The Gastroenterology department is outstanding. Highly recommend!
1338,335,Ruby Gastroenterology Institute,4.2,Good infrastructure and skilled doctors at Ruby Gastroenterology Institute. The pharmacy is well-stocked. Overall a reliable hospital.
1339,335,Ruby Gastroenterology Institute,2.5,Just an average hospital. Ruby Gastroenterology Institute has good doctors but poor management. Waiting time was too long. Could be better.
1340,335,Ruby Gastroenterology Institute,0.9,Worst hospital experience! Ruby Gastroenterology Institute has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1341,336,Poona Gynaecology Institute,4.6,Excellent hospital! Poona Gynaecology Institute has top-notch facilities and very caring staff. The Gynaecology department is outstanding. Highly recommend!
1342,336,Poona Gynaecology Institute,3.5,Good infrastructure and skilled doctors at Poona Gynaecology Institute. The pharmacy is well-stocked. Overall a reliable hospital.
1343,336,Poona Gynaecology Institute,2.9,Just an average hospital. Poona Gynaecology Institute has good doctors but poor management. Waiting time was too long. Could be better.
1344,336,Poona Gynaecology Institute,2.3,Worst hospital experience! Poona Gynaecology Institute has unhelpful staff and incompetent doctors. Completely wasted my time and money.
1345,337,HCG Ophthalmology Institute,4.6,Excellent hospital! HCG Ophthalmology Institute has top-notch facilities and very caring staff. The Ophthalmology department is outstanding. Highly recommend!
1346,337,HCG Ophthalmology Institute,4.2,Satisfied with the care at HCG Ophthalmology Institute. The Ophthalmology department is good. Staff is polite. Would recommend for most treatments.
1347,337,HCG Ophthalmology Institute,3.2,Okay experience. HCG Ophthalmology Institute is crowded and understaffed. The Ophthalmology department is fine but other areas need work.
1348,337,HCG Ophthalmology Institute,0.5,Extremely dissatisfied. HCG Ophthalmology Institute has no proper system. Had to wait 4 hours just to see a doctor. The treatment was also subpar.
